"date","open","high","low","close","volume","pct_chg"
2011-10-16,121.99,124.12,119.2,123.97,1.29e+09,0.0114
2011-10-23,124.17,129.42,122.21,128.6,1.33e+09,0.0373
2011-10-30,127.16,128.62,121.52,125.48,1.43e+09,-0.0243
2011-11-06,125.39,128.02,122.86,126.66,1.18e+09,0.0094
2011-11-13,126.19,127.45,121.23,121.98,1.13e+09,-0.0369
2011-11-20,120.2,120.35,116.2,116.34,770200000,-0.0462
2011-11-27,119.54,126.5,118.82,124.86,1.13e+09,0.0732
2011-12-04,126.84,127.26,123.65,126.05,1.09e+09,0.0095
2011-12-11,124.95,125.57,121.3,121.59,1.12e+09,-0.0354
2011-12-18,122.06,126.43,120.03,126.39,815200000,0.0395
2011-12-25,126.17,126.82,124.73,125.5,424290000,-0.007
